1,1,0,1,1,
1,2,32,1,7,6,3,2,
1,3,30,1,7,6,3,
1,4,13,1,4,
1,5,60,1,7,6,3,5,
1,6,19,1,7,6,
1,7,2,1,7,
1,8,74,1,7,6,3,5,8,
1,9,18,1,7,10,9,
1,10,10,1,7,10,
1,11,80,1,7,6,3,5,8,11,
